model	task	template	fewshot	seed	postproc	timestamp	filename	BLEU
bloom	wmt14_fr_en	translate_as-en-fr-target	0	1234	newline-cut	2022-12-29T11_26_48	examples.model=bloom.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_26_48.newline-cut.tsv	10.14
bloom	wmt14_fr_en	translate_as-en-fr-target	0	1234		2022-12-29T11_26_48	examples.model=bloom.task=wmt14_fr_en.templates=translate_as-en-fr-target.fewshot=0.seed=1234.timestamp=2022-12-29T11_26_48.tsv	4.93
bloom	wmt14_fr_en	translate_as-fr-en-target	0	1234	newline-cut-custom-truncate	2022-12-29T23_29_52	examples.model=bloom.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-29T23_29_52.newline-cut-custom-truncate.tsv	20.35
bloom	wmt14_fr_en	translate_as-fr-en-target	0	1234	newline-cut	2022-12-29T23_29_52	examples.model=bloom.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-29T23_29_52.newline-cut.tsv	19.75
bloom	wmt14_fr_en	translate_as-fr-en-target	0	1234		2022-12-29T23_29_52	examples.model=bloom.task=wmt14_fr_en.templates=translate_as-fr-en-target.fewshot=0.seed=1234.timestamp=2022-12-29T23_29_52.tsv	11.35
bloom	wmt14_fr_en	version-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut-custom-truncate.tsv	30.31
bloom	wmt14_fr_en	version-en-fr-target	0	1234	newline-cut	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut.tsv	30.08
bloom	wmt14_fr_en	version-en-fr-target	0	1234		2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=version-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.tsv	21.96
bloom	wmt14_fr_en	version-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut-custom-truncate.tsv	35.17
bloom	wmt14_fr_en	version-fr-en-target	0	1234	newline-cut	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut.tsv	35.18
bloom	wmt14_fr_en	version-fr-en-target	0	1234		2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=version-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.tsv	26.79
bloom	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut-custom-truncate	2022-12-29T23_29_52	examples.model=bloom.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-29T23_29_52.newline-cut-custom-truncate.tsv	32.25
bloom	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut	2022-12-29T23_29_52	examples.model=bloom.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-29T23_29_52.newline-cut.tsv	23.71
bloom	wmt14_fr_en	xglm-en-fr-source+target	0	1234		2022-12-29T23_29_52	examples.model=bloom.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-12-29T23_29_52.tsv	14.91
bloom	wmt14_fr_en	xglm-en-fr-target	0	1234	newline-cut-custom-truncate	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut-custom-truncate.tsv	4.60
bloom	wmt14_fr_en	xglm-en-fr-target	0	1234	newline-cut	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut.tsv	3.50
bloom	wmt14_fr_en	xglm-en-fr-target	0	1234		2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=xglm-en-fr-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.tsv	2.97
bloom	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut-custom-truncate	2022-12-30T12_30_08	examples.model=bloom.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-30T12_30_08.newline-cut-custom-truncate.tsv	37.16
bloom	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut	2022-12-30T12_30_08	examples.model=bloom.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-30T12_30_08.newline-cut.tsv	26.50
bloom	wmt14_fr_en	xglm-fr-en-source+target	0	1234		2022-12-30T12_30_08	examples.model=bloom.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2022-12-30T12_30_08.tsv	15.52
bloom	wmt14_fr_en	xglm-fr-en-target	0	1234	newline-cut-custom-truncate	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut-custom-truncate.tsv	17.61
bloom	wmt14_fr_en	xglm-fr-en-target	0	1234	newline-cut	2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.newline-cut.tsv	13.64
bloom	wmt14_fr_en	xglm-fr-en-target	0	1234		2022-08-15T22_15_12	examples.model=bloom.task=wmt14_fr_en.templates=xglm-fr-en-target.fewshot=0.seed=1234.timestamp=2022-08-15T22_15_12.tsv	10.33
mt0-xxl	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut-custom-truncate	2023-02-10T09_50_19	examples.model=mt0-xxl.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2023-02-10T09_50_19.newline-cut-custom-truncate.tsv	29.24
mt0-xxl	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut	2023-02-10T09_50_19	examples.model=mt0-xxl.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2023-02-10T09_50_19.newline-cut.tsv	29.27
mt0-xxl	wmt14_fr_en	xglm-en-fr-source+target	0	1234		2023-02-10T09_50_19	examples.model=mt0-xxl.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2023-02-10T09_50_19.tsv	29.27
mt0-xxl	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut-custom-truncate	2023-02-10T09_54_01	examples.model=mt0-xxl.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2023-02-10T09_54_01.newline-cut-custom-truncate.tsv	32.87
mt0-xxl	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut	2023-02-10T09_54_01	examples.model=mt0-xxl.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2023-02-10T09_54_01.newline-cut.tsv	32.88
mt0-xxl	wmt14_fr_en	xglm-fr-en-source+target	0	1234		2023-02-10T09_54_01	examples.model=mt0-xxl.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2023-02-10T09_54_01.tsv	32.88
opt	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut-custom-truncate	2023-01-05T08_33_49	examples.model=opt.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2023-01-05T08_33_49.newline-cut-custom-truncate.tsv	18.86
opt	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut	2023-01-05T08_33_49	examples.model=opt.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2023-01-05T08_33_49.newline-cut.tsv	16.29
opt	wmt14_fr_en	xglm-en-fr-source+target	0	1234		2023-01-05T08_33_49	examples.model=opt.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2023-01-05T08_33_49.tsv	12.95
opt	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut-custom-truncate	2023-01-11T22_31_48	examples.model=opt.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2023-01-11T22_31_48.newline-cut-custom-truncate.tsv	33.18
opt	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut	2023-01-11T22_31_48	examples.model=opt.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2023-01-11T22_31_48.newline-cut.tsv	33.16
opt	wmt14_fr_en	xglm-fr-en-source+target	0	1234		2023-01-11T22_31_48	examples.model=opt.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2023-01-11T22_31_48.tsv	15.54
t0	wmt14_fr_en	translate-en-fr-source+target	0	1234	newline-cut-custom-truncate	2022-07-01T11_42_20	examples.model=t0.task=wmt14_fr_en.templates=translate-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-07-01T11_42_20.newline-cut-custom-truncate.tsv	0.66
t0	wmt14_fr_en	translate-en-fr-source+target	0	1234	newline-cut	2022-07-01T11_42_20	examples.model=t0.task=wmt14_fr_en.templates=translate-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-07-01T11_42_20.newline-cut.tsv	0.66
t0	wmt14_fr_en	translate-en-fr-source+target	0	1234		2022-07-01T11_42_20	examples.model=t0.task=wmt14_fr_en.templates=translate-en-fr-source+target.fewshot=0.seed=1234.timestamp=2022-07-01T11_42_20.tsv	0.66
t0	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut-custom-truncate	2023-02-08T19_58_01	examples.model=t0.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2023-02-08T19_58_01.newline-cut-custom-truncate.tsv	1.21
t0	wmt14_fr_en	xglm-en-fr-source+target	0	1234	newline-cut	2023-02-08T19_58_01	examples.model=t0.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2023-02-08T19_58_01.newline-cut.tsv	1.21
t0	wmt14_fr_en	xglm-en-fr-source+target	0	1234		2023-02-08T19_58_01	examples.model=t0.task=wmt14_fr_en.templates=xglm-en-fr-source+target.fewshot=0.seed=1234.timestamp=2023-02-08T19_58_01.tsv	1.21
t0	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut-custom-truncate	2023-02-08T19_20_55	examples.model=t0.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2023-02-08T19_20_55.newline-cut-custom-truncate.tsv	25.80
t0	wmt14_fr_en	xglm-fr-en-source+target	0	1234	newline-cut	2023-02-08T19_20_55	examples.model=t0.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2023-02-08T19_20_55.newline-cut.tsv	25.79
t0	wmt14_fr_en	xglm-fr-en-source+target	0	1234		2023-02-08T19_20_55	examples.model=t0.task=wmt14_fr_en.templates=xglm-fr-en-source+target.fewshot=0.seed=1234.timestamp=2023-02-08T19_20_55.tsv	25.79
